occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-10-23,2014,October,23,Thursday,9,Auto Theft,Commercial
2014-10-14,2014,October,14,Tuesday,9,Auto Theft,Outside
2014-10-23,2014,October,23,Thursday,20,Auto Theft,Outside
2014-10-20,2014,October,20,Monday,17,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,NA,Break and Enter,Commercial
2014-10-18,2014,October,18,Saturday,1,Break and Enter,House
2014-10-23,2014,October,23,Thursday,16,Assault,House
2014-10-23,2014,October,23,Thursday,17,Assault,Transit
2014-10-24,2014,October,24,Friday,1,Assault,Apartment
2014-10-24,2014,October,24,Friday,1,Assault,Apartment
2014-10-23,2014,October,23,Thursday,12,Break and Enter,Apartment
2014-10-24,2014,October,24,Friday,4,Robbery,Outside
2014-10-24,2014,October,24,Friday,4,Robbery,Outside
2014-10-24,2014,October,24,Friday,3,Assault,House
2014-10-24,2014,October,24,Friday,7,Assault,Outside
2014-10-23,2014,October,23,Thursday,22,Break and Enter,House
2014-10-24,2014,October,24,Friday,7,Robbery,Outside
2014-10-13,2014,October,13,Monday,9,Break and Enter,House
2014-10-24,2014,October,24,Friday,11,Assault,Educational
2014-10-24,2014,October,24,Friday,13,Assault,House
2014-10-24,2014,October,24,Friday,10,Assault,Commercial
2001-10-23,2001,October,23,Tuesday,21,Assault,Other
2014-10-24,2014,October,24,Friday,1,Break and Enter,House
2014-10-24,2014,October,24,Friday,12,Assault,Outside
2014-10-24,2014,October,24,Friday,12,Assault,Educational
2014-10-24,2014,October,24,Friday,14,Break and Enter,House
2014-10-03,2014,October,3,Friday,NA,Break and Enter,House
2014-10-24,2014,October,24,Friday,14,Assault,Other
2014-10-23,2014,October,23,Thursday,18,Assault,Apartment
2014-10-24,2014,October,24,Friday,13,Assault,Outside
2014-10-23,2014,October,23,Thursday,20,Assault,Other
2014-10-23,2014,October,23,Thursday,20,Assault,Other
2014-10-24,2014,October,24,Friday,1,Assault,House
2014-10-24,2014,October,24,Friday,15,Assault,Outside
2014-09-29,2014,September,29,Monday,18,Break and Enter,Apartment
2014-10-24,2014,October,24,Friday,17,Assault,Educational
2014-10-24,2014,October,24,Friday,18,Assault,Commercial
2014-10-24,2014,October,24,Friday,16,Assault,Apartment
2014-10-30,2014,October,30,Thursday,17,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,10,Break and Enter,Apartment
2014-10-24,2014,October,24,Friday,18,Assault,Outside
2014-10-28,2014,October,28,Tuesday,18,Assault,Outside
2014-10-22,2014,October,22,Wednesday,15,Robbery,Apartment
2014-10-21,2014,October,21,Tuesday,17,Assault,House
2014-10-30,2014,October,30,Thursday,12,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,20,Assault,Outside
2014-10-23,2014,October,23,Thursday,1,Break and Enter,Other
2014-10-29,2014,October,29,Wednesday,13,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,20,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,20,Auto Theft,House
2014-10-27,2014,October,27,Monday,18,Assault,Outside
2014-10-29,2014,October,29,Wednesday,16,Assault,Other
2014-10-22,2014,October,22,Wednesday,18,Assault,Other
2014-10-21,2014,October,21,Tuesday,19,Robbery,Outside
2014-10-28,2014,October,28,Tuesday,21,Assault,Apartment
2014-10-24,2014,October,24,Friday,20,Assault,Outside
2014-10-21,2014,October,21,Tuesday,19,Robbery,Outside
2014-10-28,2014,October,28,Tuesday,9,Theft Over,Apartment
2014-10-28,2014,October,28,Tuesday,22,Robbery,Commercial
2014-10-17,2014,October,17,Friday,16,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,16,Break and Enter,Commercial
2014-10-13,2014,October,13,Monday,18,Theft Over,House
2014-10-28,2014,October,28,Tuesday,12,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,7,Break and Enter,Apartment
2014-10-28,2014,October,28,Tuesday,7,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,18,Break and Enter,Apartment
2014-10-28,2014,October,28,Tuesday,13,Assault,Outside
1989-08-01,NA,None,NA,None,NA,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,17,Assault,Outside
2014-08-16,2014,August,16,Saturday,13,Assault,Outside
2014-10-28,2014,October,28,Tuesday,13,Assault,Transit
2014-10-27,2014,October,27,Monday,16,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,17,Auto Theft,Outside
2014-07-05,2014,July,5,Saturday,10,Auto Theft,Other
2014-10-17,2014,October,17,Friday,19,Assault,Outside
2014-10-31,2014,October,31,Friday,1,Assault,Outside
2014-10-29,2014,October,29,Wednesday,16,Break and Enter,Other
2014-10-27,2014,October,27,Monday,22,Assault,Outside
2014-10-27,2014,October,27,Monday,22,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,6,Auto Theft,Outside
2014-10-28,2014,October,28,Tuesday,2,Auto Theft,Apartment
2014-10-24,2014,October,24,Friday,16,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,12,Auto Theft,Commercial
2014-10-28,2014,October,28,Tuesday,16,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,1,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,2,Assault,Commercial
2014-10-28,2014,October,28,Tuesday,23,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,18,Break and Enter,House
2014-10-24,2014,October,24,Friday,9,Assault,Outside
2014-10-28,2014,October,28,Tuesday,8,Assault,Outside
2014-10-28,2014,October,28,Tuesday,8,Assault,Outside
2014-10-29,2014,October,29,Wednesday,8,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,10,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,3,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,11,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,10,Assault,Educational
2014-10-27,2014,October,27,Monday,11,Assault,House
2014-10-29,2014,October,29,Wednesday,11,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,8,Assault,Educational
2014-10-29,2014,October,29,Wednesday,11,Assault,Outside
2014-10-29,2014,October,29,Wednesday,6,Assault,Transit
2014-10-29,2014,October,29,Wednesday,3,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,7,Assault,Transit
2014-10-29,2014,October,29,Wednesday,15,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,15,Robbery,Other
2014-10-27,2014,October,27,Monday,9,Assault,Educational
2014-10-29,2014,October,29,Wednesday,14,Assault,Apartment
2014-10-26,2014,October,26,Sunday,23,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,14,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,14,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,14,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,13,Assault,Educational
2014-10-29,2014,October,29,Wednesday,15,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,13,Assault,Outside
2014-10-28,2014,October,28,Tuesday,19,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,10,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,18,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,15,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,13,Robbery,House
2014-10-29,2014,October,29,Wednesday,15,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,16,Robbery,Outside
2014-10-28,2014,October,28,Tuesday,8,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,7,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,18,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,16,Assault,Outside
2014-10-29,2014,October,29,Wednesday,17,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,16,Assault,Other
2014-10-29,2014,October,29,Wednesday,21,Assault,House
2014-10-29,2014,October,29,Wednesday,21,Assault,House
2014-10-29,2014,October,29,Wednesday,21,Assault,House
2014-10-29,2014,October,29,Wednesday,8,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,21,Assault,Outside
2014-10-29,2014,October,29,Wednesday,20,Assault,Apartment
2014-10-29,2014,October,29,Wednesday,20,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,5,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,9,Theft Over,House
2014-10-24,2014,October,24,Friday,19,Assault,Outside
2014-10-31,2014,October,31,Friday,1,Robbery,Commercial
2014-10-24,2014,October,24,Friday,19,Assault,Commercial
2014-10-15,2014,October,15,Wednesday,23,Assault,Commercial
2014-10-27,2014,October,27,Monday,22,Assault,Outside
2014-10-29,2014,October,29,Wednesday,8,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,12,Break and Enter,House
2014-10-24,2014,October,24,Friday,12,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,17,Assault,Transit
2014-10-27,2014,October,27,Monday,22,Assault,Outside
2014-10-22,2014,October,22,Wednesday,22,Assault,Apartment
2014-10-31,2014,October,31,Friday,2,Assault,Commercial
2014-10-29,2014,October,29,Wednesday,12,Break and Enter,House
2014-10-24,2014,October,24,Friday,11,Break and Enter,Apartment
2014-10-27,2014,October,27,Monday,15,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,8,Break and Enter,Apartment
2014-10-31,2014,October,31,Friday,2,Assault,Commercial
2014-10-31,2014,October,31,Friday,1,Assault,Outside
2014-10-31,2014,October,31,Friday,2,Assault,Outside
2014-10-31,2014,October,31,Friday,4,Break and Enter,Commercial
2014-10-31,2014,October,31,Friday,3,Robbery,Apartment
2014-10-31,2014,October,31,Friday,3,Robbery,Apartment
2014-10-31,2014,October,31,Friday,5,Assault,Apartment
2014-10-31,2014,October,31,Friday,5,Assault,Apartment
2014-10-31,2014,October,31,Friday,3,Assault,Commercial
2014-10-31,2014,October,31,Friday,8,Break and Enter,Other
2014-10-31,2014,October,31,Friday,NA,Theft Over,House
2014-10-31,2014,October,31,Friday,9,Assault,Outside
2014-10-31,2014,October,31,Friday,9,Assault,Apartment
2014-10-31,2014,October,31,Friday,9,Assault,Apartment
2014-10-30,2014,October,30,Thursday,15,Break and Enter,Apartment
2014-10-31,2014,October,31,Friday,3,Break and Enter,House
2014-10-31,2014,October,31,Friday,10,Assault,Commercial
2014-10-31,2014,October,31,Friday,12,Robbery,Educational
2014-10-30,2014,October,30,Thursday,19,Break and Enter,Commercial
2014-10-26,2014,October,26,Sunday,19,Assault,House
2014-10-31,2014,October,31,Friday,8,Robbery,Commercial
2014-10-31,2014,October,31,Friday,13,Assault,Apartment
2014-10-31,2014,October,31,Friday,8,Assault,Outside
2014-10-31,2014,October,31,Friday,15,Theft Over,House
2013-07-01,2013,July,1,Monday,NA,Assault,Apartment
2013-07-01,2013,July,1,Monday,NA,Assault,Apartment
2014-10-30,2014,October,30,Thursday,15,Assault,Educational
2014-10-30,2014,October,30,Thursday,11,Assault,Educational
2014-10-31,2014,October,31,Friday,11,Assault,Outside
1968-01-01,NA,None,NA,None,9,Assault,House
2014-10-31,2014,October,31,Friday,14,Assault,Transit
2014-10-31,2014,October,31,Friday,16,Robbery,Outside
2014-10-30,2014,October,30,Thursday,17,Break and Enter,House
2014-10-31,2014,October,31,Friday,19,Robbery,Transit
2014-10-26,2014,October,26,Sunday,9,Assault,Apartment
2014-10-31,2014,October,31,Friday,19,Robbery,Outside
2014-10-31,2014,October,31,Friday,17,Assault,Apartment
2014-10-31,2014,October,31,Friday,17,Assault,Apartment
2014-10-31,2014,October,31,Friday,20,Assault,Outside
2014-10-31,2014,October,31,Friday,20,Assault,Outside
2014-10-29,2014,October,29,Wednesday,19,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,15,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,17,Assault,Outside
2014-10-31,2014,October,31,Friday,15,Assault,Transit
2014-10-30,2014,October,30,Thursday,15,Assault,Outside
2014-10-31,2014,October,31,Friday,16,Assault,Apartment
2014-10-31,2014,October,31,Friday,16,Assault,Apartment
2014-10-30,2014,October,30,Thursday,8,Robbery,Outside
2014-10-31,2014,October,31,Friday,15,Robbery,Commercial
2014-10-31,2014,October,31,Friday,20,Assault,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,17,Assault,House
2014-10-31,2014,October,31,Friday,19,Assault,Apartment
2014-10-31,2014,October,31,Friday,20,Robbery,Outside
2014-10-31,2014,October,31,Friday,18,Break and Enter,House
2014-10-30,2014,October,30,Thursday,21,Break and Enter,House
2014-10-31,2014,October,31,Friday,14,Break and Enter,House
2014-10-31,2014,October,31,Friday,19,Robbery,Commercial
2014-10-31,2014,October,31,Friday,17,Break and Enter,House
2014-10-31,2014,October,31,Friday,6,Break and Enter,Apartment
2014-07-01,2014,July,1,Tuesday,NA,Theft Over,House
2014-10-31,2014,October,31,Friday,12,Break and Enter,Apartment
2014-10-31,2014,October,31,Friday,11,Break and Enter,Apartment
2014-10-31,2014,October,31,Friday,19,Robbery,Outside
2014-10-31,2014,October,31,Friday,19,Robbery,Outside
2014-10-31,2014,October,31,Friday,19,Robbery,Outside
2014-10-31,2014,October,31,Friday,19,Robbery,Outside
2014-10-31,2014,October,31,Friday,20,Assault,Other
2014-10-31,2014,October,31,Friday,11,Assault,Commercial
2014-10-31,2014,October,31,Friday,20,Robbery,Commercial
2014-10-31,2014,October,31,Friday,22,Assault,Commercial
2014-10-31,2014,October,31,Friday,23,Assault,Other
2014-10-31,2014,October,31,Friday,23,Assault,Apartment
2014-10-31,2014,October,31,Friday,19,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,19,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,9,Break and Enter,House
2014-10-24,2014,October,24,Friday,8,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,22,Assault,Apartment
2014-10-19,2014,October,19,Sunday,NA,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,23,Assault,House
2014-10-24,2014,October,24,Friday,NA,Assault,Other
2014-10-27,2014,October,27,Monday,21,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,22,Assault,Outside
2014-10-29,2014,October,29,Wednesday,18,Assault,Outside
2014-10-24,2014,October,24,Friday,14,Break and Enter,House
2014-10-27,2014,October,27,Monday,18,Assault,Outside
2014-10-22,2014,October,22,Wednesday,22,Assault,Outside
2014-10-22,2014,October,22,Wednesday,9,Break and Enter,House
2014-10-19,2014,October,19,Sunday,18,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,12,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,14,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,14,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,9,Break and Enter,Apartment
2014-10-22,2014,October,22,Wednesday,10,Break and Enter,House
2014-10-22,2014,October,22,Wednesday,23,Break and Enter,House
2014-10-21,2014,October,21,Tuesday,12,Assault,Educational
2014-10-21,2014,October,21,Tuesday,18,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,22,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,21,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,23,Auto Theft,House
2014-10-22,2014,October,22,Wednesday,1,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,18,Auto Theft,Commercial
2014-10-21,2014,October,21,Tuesday,18,Auto Theft,Commercial
2014-10-21,2014,October,21,Tuesday,20,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,12,Auto Theft,House
2014-10-21,2014,October,21,Tuesday,23,Auto Theft,Outside
2014-10-21,2014,October,21,Tuesday,22,Auto Theft,House
2014-09-12,2014,September,12,Friday,9,Auto Theft,Outside
2014-10-22,2014,October,22,Wednesday,7,Auto Theft,Outside
2014-10-22,2014,October,22,Wednesday,14,Auto Theft,Outside
2014-05-10,2014,May,10,Saturday,9,Auto Theft,Commercial
2014-10-22,2014,October,22,Wednesday,15,Auto Theft,Outside
2014-10-22,2014,October,22,Wednesday,14,Auto Theft,Outside
2014-10-21,2014,October,21,Tuesday,14,Auto Theft,Outside
2014-10-05,2014,October,5,Sunday,12,Assault,Other
2014-10-23,2014,October,23,Thursday,NA,Assault,Outside
2014-10-23,2014,October,23,Thursday,NA,Robbery,Commercial
2014-10-23,2014,October,23,Thursday,2,Assault,Commercial
2014-10-23,2014,October,23,Thursday,NA,Break and Enter,Commercial
2014-10-23,2014,October,23,Thursday,NA,Break and Enter,Commercial
2014-10-23,2014,October,23,Thursday,5,Robbery,Outside
2014-10-23,2014,October,23,Thursday,5,Robbery,Outside
2014-10-23,2014,October,23,Thursday,3,Break and Enter,Apartment
2014-10-21,2014,October,21,Tuesday,NA,Assault,House
2014-10-23,2014,October,23,Thursday,7,Break and Enter,Commercial
2014-10-21,2014,October,21,Tuesday,17,Break and Enter,Other
2014-10-23,2014,October,23,Thursday,8,Assault,Outside
2014-10-23,2014,October,23,Thursday,8,Assault,Apartment
2014-09-07,2014,September,7,Sunday,11,Assault,Apartment
2014-10-09,2014,October,9,Thursday,11,Assault,House
2014-10-23,2014,October,23,Thursday,NA,Theft Over,Outside
2014-10-07,2014,October,7,Tuesday,8,Assault,House
2014-10-07,2014,October,7,Tuesday,8,Assault,House
2014-10-21,2014,October,21,Tuesday,12,Assault,Educational
2014-10-21,2014,October,21,Tuesday,15,Assault,Educational
2014-10-22,2014,October,22,Wednesday,22,Assault,Apartment
2014-10-23,2014,October,23,Thursday,8,Assault,Outside
2014-10-22,2014,October,22,Wednesday,22,Break and Enter,Commercial
2014-03-13,2014,March,13,Thursday,17,Assault,Apartment
2014-10-23,2014,October,23,Thursday,13,Assault,Outside
2014-10-22,2014,October,22,Wednesday,7,Robbery,Outside
2014-10-23,2014,October,23,Thursday,13,Assault,Outside
2014-10-23,2014,October,23,Thursday,6,Assault,Outside
2014-10-23,2014,October,23,Thursday,10,Assault,Apartment
2014-10-22,2014,October,22,Wednesday,17,Theft Over,Commercial
2014-10-23,2014,October,23,Thursday,14,Assault,Other
2014-10-23,2014,October,23,Thursday,14,Assault,Outside
2014-10-22,2014,October,22,Wednesday,18,Break and Enter,Commercial
2014-10-23,2014,October,23,Thursday,14,Assault,Outside
2014-10-23,2014,October,23,Thursday,14,Assault,Outside
2014-10-23,2014,October,23,Thursday,11,Assault,Outside
2014-10-23,2014,October,23,Thursday,10,Robbery,House
2014-10-23,2014,October,23,Thursday,10,Robbery,House
2014-10-23,2014,October,23,Thursday,18,Assault,Apartment
2014-10-23,2014,October,23,Thursday,17,Assault,Outside
2014-10-21,2014,October,21,Tuesday,21,Robbery,Outside
2014-10-22,2014,October,22,Wednesday,18,Assault,Commercial
2014-10-22,2014,October,22,Wednesday,19,Break and Enter,Commercial
2014-10-22,2014,October,22,Wednesday,22,Theft Over,Other
2014-10-23,2014,October,23,Thursday,18,Assault,Apartment
2014-10-22,2014,October,22,Wednesday,19,Assault,House
2014-10-23,2014,October,23,Thursday,15,Break and Enter,House
2014-10-23,2014,October,23,Thursday,21,Break and Enter,Apartment
2014-10-20,2014,October,20,Monday,23,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,18,Assault,Outside
2014-10-24,2014,October,24,Friday,12,Break and Enter,House
2014-10-29,2014,October,29,Wednesday,23,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,22,Assault,Apartment
2014-10-24,2014,October,24,Friday,21,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,22,Assault,Apartment
2014-10-24,2014,October,24,Friday,NA,Break and Enter,Apartment
2014-10-29,2014,October,29,Wednesday,19,Break and Enter,House
2014-10-23,2014,October,23,Thursday,15,Assault,Educational
2014-10-27,2014,October,27,Monday,12,Assault,Commercial
2014-10-24,2014,October,24,Friday,21,Assault,Transit
2014-08-25,2014,August,25,Monday,21,Assault,Commercial
2014-10-22,2014,October,22,Wednesday,14,Assault,Educational
2014-10-23,2014,October,23,Thursday,17,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,2,Auto Theft,Outside
2014-10-23,2014,October,23,Thursday,23,Auto Theft,Outside
2014-10-23,2014,October,23,Thursday,23,Auto Theft,Outside
2014-10-23,2014,October,23,Thursday,23,Auto Theft,Outside
2014-10-23,2014,October,23,Thursday,21,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,NA,Auto Theft,House
2014-10-23,2014,October,23,Thursday,20,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,NA,Auto Theft,House
2014-10-23,2014,October,23,Thursday,6,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,12,Auto Theft,Outside
2014-10-14,2014,October,14,Tuesday,13,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,9,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,19,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,22,Assault,Outside
2014-10-24,2014,October,24,Friday,19,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,13,Auto Theft,Outside
2014-10-24,2014,October,24,Friday,15,Break and Enter,House
2014-10-24,2014,October,24,Friday,23,Robbery,Outside
2013-10-15,2013,October,15,Tuesday,10,Assault,Outside
2014-10-24,2014,October,24,Friday,23,Assault,Apartment
2014-10-25,2014,October,25,Saturday,1,Assault,Outside
2014-10-25,2014,October,25,Saturday,1,Assault,Outside
2014-10-25,2014,October,25,Saturday,1,Assault,Apartment
2014-10-25,2014,October,25,Saturday,NA,Robbery,Outside
2014-10-25,2014,October,25,Saturday,NA,Robbery,Outside
2014-10-25,2014,October,25,Saturday,2,Break and Enter,House
2014-10-24,2014,October,24,Friday,9,Break and Enter,Apartment
2014-10-25,2014,October,25,Saturday,3,Assault,Outside
2014-10-25,2014,October,25,Saturday,3,Robbery,Outside
2014-10-25,2014,October,25,Saturday,NA,Robbery,Outside
2014-10-25,2014,October,25,Saturday,1,Robbery,Outside
2014-10-25,2014,October,25,Saturday,2,Assault,Outside
2014-10-25,2014,October,25,Saturday,NA,Assault,Commercial
2014-10-25,2014,October,25,Saturday,NA,Assault,Commercial
2014-10-25,2014,October,25,Saturday,2,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,1,Break and Enter,Commercial
2014-10-24,2014,October,24,Friday,23,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,3,Robbery,Outside
2014-10-24,2014,October,24,Friday,5,Assault,House
2014-10-25,2014,October,25,Saturday,4,Robbery,Commercial
2014-10-25,2014,October,25,Saturday,4,Robbery,Commercial
2014-10-25,2014,October,25,Saturday,6,Assault,Other
2014-10-24,2014,October,24,Friday,21,Break and Enter,House
2014-10-25,2014,October,25,Saturday,NA,Assault,Outside
2014-10-18,2014,October,18,Saturday,23,Assault,Commercial
2014-10-25,2014,October,25,Saturday,9,Assault,Transit
2014-10-01,2014,October,1,Wednesday,6,Assault,House
2014-10-25,2014,October,25,Saturday,8,Theft Over,Outside
2014-10-25,2014,October,25,Saturday,11,Assault,House
2014-10-25,2014,October,25,Saturday,11,Theft Over,House
2014-10-10,2014,October,10,Friday,19,Break and Enter,Other
2014-10-14,2014,October,14,Tuesday,8,Break and Enter,Apartment
2014-10-25,2014,October,25,Saturday,12,Break and Enter,Apartment
2014-10-25,2014,October,25,Saturday,6,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,7,Assault,Outside
2014-10-25,2014,October,25,Saturday,7,Assault,Outside
2014-10-25,2014,October,25,Saturday,7,Robbery,Outside
2014-10-25,2014,October,25,Saturday,9,Assault,Other
2014-10-24,2014,October,24,Friday,18,Break and Enter,House
2014-10-25,2014,October,25,Saturday,6,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,12,Assault,Apartment
2014-10-25,2014,October,25,Saturday,11,Assault,Apartment
2014-10-24,2014,October,24,Friday,2,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,6,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,4,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,13,Assault,Commercial
2014-10-21,2014,October,21,Tuesday,21,Robbery,Outside
2014-10-29,2014,October,29,Wednesday,13,Break and Enter,Apartment
2014-10-27,2014,October,27,Monday,5,Break and Enter,House
2014-10-27,2014,October,27,Monday,20,Assault,Other
2014-10-27,2014,October,27,Monday,20,Assault,Other
2014-10-27,2014,October,27,Monday,9,Break and Enter,House
2014-10-24,2014,October,24,Friday,14,Break and Enter,Apartment
2014-10-27,2014,October,27,Monday,15,Assault,Outside
2014-10-27,2014,October,27,Monday,18,Assault,House
2014-10-27,2014,October,27,Monday,13,Break and Enter,Apartment
2014-10-26,2014,October,26,Sunday,12,Assault,Educational
2014-10-27,2014,October,27,Monday,13,Assault,Outside
2014-10-27,2014,October,27,Monday,20,Assault,Transit
2014-10-27,2014,October,27,Monday,4,Robbery,Commercial
2014-10-29,2014,October,29,Wednesday,14,Break and Enter,Apartment
2014-10-26,2014,October,26,Sunday,20,Auto Theft,House
2014-10-29,2014,October,29,Wednesday,NA,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,18,Auto Theft,Outside
2014-10-29,2014,October,29,Wednesday,NA,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,15,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,15,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,20,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,19,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,7,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,16,Auto Theft,Outside
2014-10-26,2014,October,26,Sunday,21,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,18,Auto Theft,Outside
2014-10-27,2014,October,27,Monday,21,Robbery,Outside
2014-10-27,2014,October,27,Monday,21,Assault,Outside
2014-10-27,2014,October,27,Monday,20,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,1,Assault,Outside
2014-10-28,2014,October,28,Tuesday,4,Break and Enter,Apartment
2014-10-28,2014,October,28,Tuesday,3,Break and Enter,Commercial
2014-10-28,2014,October,28,Tuesday,4,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,8,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,10,Assault,Apartment
2014-10-21,2014,October,21,Tuesday,18,Assault,Other
2014-10-28,2014,October,28,Tuesday,10,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,10,Assault,Apartment
2014-10-28,2014,October,28,Tuesday,8,Assault,Outside
2014-10-24,2014,October,24,Friday,11,Assault,Educational
2014-10-28,2014,October,28,Tuesday,11,Assault,Outside
2014-10-28,2014,October,28,Tuesday,10,Robbery,Commercial
2014-09-04,2014,September,4,Thursday,14,Assault,Apartment
2014-10-27,2014,October,27,Monday,17,Break and Enter,Commercial
2014-10-28,2014,October,28,Tuesday,9,Robbery,Outside
2014-10-28,2014,October,28,Tuesday,NA,Break and Enter,Commercial
2014-07-15,2014,July,15,Tuesday,10,Break and Enter,Commercial
2014-10-28,2014,October,28,Tuesday,4,Break and Enter,Commercial
2014-10-28,2014,October,28,Tuesday,4,Break and Enter,Commercial
2014-10-27,2014,October,27,Monday,20,Break and Enter,House
2014-10-28,2014,October,28,Tuesday,4,Break and Enter,Commercial
2014-10-25,2014,October,25,Saturday,13,Theft Over,Other
2014-06-19,2014,June,19,Thursday,13,Theft Over,Commercial
2014-10-27,2014,October,27,Monday,10,Break and Enter,Other
2014-10-26,2014,October,26,Sunday,12,Break and Enter,House
2014-10-24,2014,October,24,Friday,9,Break and Enter,Apartment
2014-10-28,2014,October,28,Tuesday,14,Break and Enter,Apartment
